killer_champion	victim_champion
Lucian	Lulu
Anivia	Lee Sin
Braum	Zilean
Anivia	Garen
Anivia	Lee Sin
Quinn	Garen
Quinn	Miss Fortune
Hecarim	Zilean
Anivia	Garen
Hecarim	Shen
Rek'Sai	Hecarim
Zilean	Janna
Rek'Sai	Nidalee
Lucian	Miss Fortune
Lulu	Zilean
Talon	Lulu
Nidalee	Shen
Rek'Sai	Zilean
Lucian	Miss Fortune
Rek'Sai	Talon
Talon	Lucian
Nidalee	Lucian
Nidalee	Janna
Nidalee	Lulu
Talon	Shen
Talon	Lulu
Miss Fortune	Lulu
Lucian	Talon
Lucian	Zilean
Nidalee	Rek'Sai
Miss Fortune	Janna
Miss Fortune	Shen
Nidalee	Lucian
Miss Fortune	Lulu
Janna	Zilean
Talon	Lucian
Nidalee	Janna
Talon	Shen
Dr. Mundo	Gangplank
Kindred	Tristana
Gangplank	Dr. Mundo
Kindred	Lulu
Kindred	Dr. Mundo
Kennen	Tristana
Vayne	Lulu
Tristana	Kennen
Tristana	Vayne
Gangplank	Tristana
Kassadin	Gangplank
Kennen	Lulu
Lulu	Vayne
Kennen	Tristana
Lulu	Kennen
Kindred	Lulu
Kassadin	Kindred
Kassadin	Gangplank
Kennen	Tristana
Kassadin	Kennen
Kassadin	Gangplank
Kassadin	Vayne
Kindred	Kassadin
Kassadin	Kindred
Vladimir	Dr. Mundo
Tristana	Kindred
Tristana	Vayne
Vladimir	Malphite
Lulu	Kennen
Gangplank	Dr. Mundo
Gangplank	Kassadin
Malphite	Kennen
Vayne	Malphite
Kindred	Tristana
Kassadin	Kindred
Gangplank	Dr. Mundo
Kassadin	Vayne
Vladimir	Kassadin
Vladimir	Malphite
Kindred	Malphite
Kennen	Kassadin
Vladimir	Tristana
Dr. Mundo	Rammus
Fiora	Jarvan IV
Dr. Mundo	Fiora
Vayne	Lulu
Lucian	Twisted Fate
Lucian	Zilean
Vayne	Lucian
Vayne	Dr. Mundo
Fiora	Jarvan IV
Rammus	Brand
Rammus	Dr. Mundo
Jarvan IV	Rammus
Brand	Twisted Fate
Jarvan IV	Fiora
Dr. Mundo	Twisted Fate
Lulu	Vayne
Dr. Mundo	Fiora
Twisted Fate	Jarvan IV
Dr. Mundo	Twisted Fate
Vayne	Brand
Jarvan IV	Twisted Fate
Twisted Fate	Lucian
Vayne	Brand
Jarvan IV	Fiora
Vayne	Dr. Mundo
Jarvan IV	Twisted Fate
Zilean	Lucian
Vayne	Jarvan IV
Brand	Fiora
Vayne	Dr. Mundo
Vayne	Brand
Fiora	Jarvan IV
Vayne	Dr. Mundo
Rammus	Brand
Vayne	Lulu
Vayne	Lucian
Jarvan IV	Vayne
Fiora	Jarvan IV
Fiora	Jarvan IV
Lulu	Twisted Fate
Vayne	Dr. Mundo
Fiora	Lucian
Fiora	Lulu
Fiora	Brand
Jinx	Blitzcrank
Lucian	Rek'Sai
Jinx	Lucian
Irelia	Lulu
Fizz	Kassadin
Rek'Sai	Lee Sin
Jinx	Lucian
Lee Sin	Fizz
Lucian	Sona
Jinx	Lucian
Jinx	Blitzcrank
Rek'Sai	Lee Sin
Rek'Sai	Kassadin
Blitzcrank	Jinx
Blitzcrank	Sona
Irelia	Lulu
Lucian	Jinx
Lucian	Rek'Sai
Lee Sin	Lulu
Lee Sin	Sona
Lee Sin	Sona
Lee Sin	Jinx
Rek'Sai	Kassadin
Lee Sin	Lulu
Fizz	Irelia
Fizz	Lee Sin
Jinx	Blitzcrank
Fizz	Lucian
Fizz	Lee Sin
Lucian	Fizz
Jinx	Kassadin
Sona	Blitzcrank
Lucian	Jinx
Rek'Sai	Irelia
Lucian	Rek'Sai
Sona	Lucian
Lee Sin	Rek'Sai
Lucian	Sona
Rek'Sai	Blitzcrank
Jinx	Kassadin
Irelia	Jinx
Irelia	Lulu
Rek'Sai	Lee Sin
Lucian	Fizz
Lucian	Rek'Sai
Jinx	Blitzcrank
Jinx	Lucian
Rek'Sai	Kassadin
Irelia	Lulu
Fizz	Irelia
Jinx	Lee Sin
Blitzcrank	Fizz
Jinx	Lee Sin
Rek'Sai	Blitzcrank
Blitzcrank	Sona
Sona	Irelia
Lucian	Jinx
Jinx	Blitzcrank
Lulu	Kassadin
Fizz	Lee Sin
Lulu	Irelia
Lulu	Lee Sin
Jinx	Kassadin
Blitzcrank	Fizz
Jinx	Irelia
Sona	Lucian
Jinx	Blitzcrank
Tristana	Blitzcrank
Kindred	Tristana
Blitzcrank	Tristana
Twisted Fate	LeBlanc
Kindred	Thresh
Elise	Tristana
Renekton	Gangplank
Gangplank	Renekton
LeBlanc	Blitzcrank
Twisted Fate	LeBlanc
Kindred	Tristana
Elise	Thresh
Jarvan IV	Kindred
Elise	Renekton
Elise	Jarvan IV
Kindred	Thresh
Twisted Fate	LeBlanc
Twisted Fate	Tristana
Kindred	Thresh
LeBlanc	Blitzcrank
Kindred	Jarvan IV
Gangplank	LeBlanc
Kindred	Tristana
Renekton	Twisted Fate
Renekton	Kindred
Kindred	Renekton
Gangplank	Jarvan IV
Elise	Thresh
Kindred	Jarvan IV
Kindred	Thresh
Kindred	Thresh
Renekton	Gangplank
Elise	Jarvan IV
LeBlanc	Elise
Kindred	LeBlanc
Renekton	Twisted Fate
Renekton	Kindred
Renekton	Blitzcrank
Gangplank	Jarvan IV
Twisted Fate	LeBlanc
LeBlanc	Elise
Twisted Fate	Jarvan IV
Renekton	Twisted Fate
Tristana	Kindred
Blitzcrank	LeBlanc
Gangplank	Jarvan IV
Tristana	Kindred
Gangplank	Jarvan IV
Blitzcrank	Tristana
Dr. Mundo	Hecarim
Hecarim	Dr. Mundo
Elise	Darius
Dr. Mundo	Kassadin
Elise	Darius
Kassadin	Brand
Elise	Janna
Brand	Hecarim
Dr. Mundo	Zilean
Dr. Mundo	Vayne
Hecarim	Brand
Dr. Mundo	Hecarim
Brand	Zilean
Darius	Vayne
Tristana	Elise
Brand	Kassadin
Dr. Mundo	Zilean
Hecarim	Dr. Mundo
Janna	Hecarim
Vayne	Darius
Brand	Elise
Brand	Vayne
Dr. Mundo	Vayne
Dr. Mundo	Zilean
Tristana	Vayne
Kassadin	Tristana
Darius	Hecarim
Kassadin	Janna
Darius	Kassadin
Elise	Brand
Brand	Elise
Vayne	Dr. Mundo
Tristana	Elise
Brand	Vayne
Tristana	Zilean
Kassadin	Tristana
Brand	Elise
Brand	Vayne
Darius	Hecarim
Brand	Kassadin
Vayne	Darius
Brand	Kassadin
Hecarim	Tristana
Hecarim	Darius
Brand	Zilean
Brand	Elise
Dr. Mundo	Hecarim
Dr. Mundo	Vayne
Hecarim	Janna
Dr. Mundo	Vayne
Kassadin	Dr. Mundo
Kassadin	Brand
Darius	Hecarim
Darius	Vayne
Tristana	Zilean
Tristana	Kassadin
Darius	Elise
Kindred	Brand
Miss Fortune	Quinn
Kindred	Lee Sin
Miss Fortune	Lee Sin
Miss Fortune	Quinn
Quinn	Miss Fortune
Renekton	Karma
Quinn	Miss Fortune
Quinn	Blitzcrank
Blitzcrank	Nautilus
Renekton	Karma
Lee Sin	Kindred
Blitzcrank	Brand
Blitzcrank	Nautilus
Kassadin	Lee Sin
Kassadin	Quinn
Renekton	Karma
Brand	Kassadin
Quinn	Miss Fortune
Blitzcrank	Quinn
Blitzcrank	Nautilus
Renekton	Karma
Renekton	Karma
Lee Sin	Blitzcrank
Nautilus	Kindred
Quinn	Miss Fortune
Lee Sin	Renekton
Blitzcrank	Nautilus
Brand	Kassadin
Kindred	Nautilus
Renekton	Brand
Lee Sin	Kindred
Renekton	Brand
Miss Fortune	Nautilus
Quinn	Miss Fortune
Renekton	Karma
Kindred	Quinn
Blitzcrank	Brand
Miss Fortune	Lee Sin
Kassadin	Lee Sin
Kassadin	Karma
Lee Sin	Kindred
Miss Fortune	Lee Sin
Miss Fortune	Brand
Kassadin	Nautilus
Quinn	Kassadin
Quinn	Kindred
Miss Fortune	Quinn
Lee Sin	Blitzcrank
Miss Fortune	Nautilus
Kassadin	Karma
Darius	Elise
Lux	Fizz
Lucian	Brand
Darius	Yasuo
Tristana	Lucian
Lux	Elise
Lux	Fizz
Lucian	Brand
Yasuo	Darius
Rek'Sai	Tristana
Lucian	Brand
Darius	Yasuo
Elise	Darius
Rek'Sai	Elise
Rek'Sai	Yasuo
Darius	Fizz
Lucian	Brand
Lux	Fizz
Darius	Yasuo
Lucian	Brand
Elise	Lucian
Rek'Sai	Elise
Lux	Tristana
Tristana	Bard
Lux	Elise
Brand	Rek'Sai
Lux	Fizz
Darius	Tristana
Bard	Yasuo
Lux	Fizz
Lucian	Brand
Lux	Yasuo
Lucian	Tristana
Lucian	Fizz
Lux	Brand
Lucian	Elise
Tristana	Darius
Lucian	Brand
Vayne	Varus
Lee Sin	Vladimir
Nami	Varus
Vayne	Zyra
Lee Sin	LeBlanc
Vayne	Varus
Lee Sin	LeBlanc
Lulu	Dr. Mundo
Vladimir	Trundle
Vladimir	Lee Sin
Lulu	Vladimir
Vayne	LeBlanc
Lee Sin	Vladimir
Jax	Darius
Darius	Jax
Miss Fortune	Alistar
Morgana	Twisted Fate
Jax	Darius
Lucian	Thresh
Darius	Jax
Lucian	Miss Fortune
Miss Fortune	Lucian
Quinn	Darius
Twisted Fate	Quinn
Jax	Jarvan IV
Jax	Darius
Jax	Jarvan IV
Quinn	Alistar
Quinn	Lucian
Quinn	Twisted Fate
Twisted Fate	Quinn
Lucian	Thresh
Miss Fortune	Jarvan IV
Morgana	Alistar
Miss Fortune	Lucian
Quinn	Darius
Miss Fortune	Twisted Fate
Darius	Jax
Quinn	Twisted Fate
Miss Fortune	Jarvan IV
Quinn	Darius
Lucian	Thresh
Jarvan IV	Jax
Quinn	Twisted Fate
Twisted Fate	Quinn
Quinn	Twisted Fate
Quinn	Jarvan IV
Quinn	Alistar
Jax	Darius
Lucian	Jax
Quinn	Lucian
Twisted Fate	Miss Fortune
Darius	Quinn
Morgana	Jarvan IV
Quinn	Jarvan IV
Jax	Alistar
Jax	Darius
Renekton	Kindred
Kindred	Renekton
Kindred	Renekton
Orianna	Ahri
Renekton	Kindred
Kindred	Rek'Sai
Renekton	Darius
Blitzcrank	Ahri
Rek'Sai	Shen
Kindred	Lucian
Renekton	Darius
Kindred	Orianna
Rek'Sai	Ahri
Kindred	Blitzcrank
Kindred	Renekton
Vayne	Rek'Sai
Shen	Lucian
Kindred	Blitzcrank
Renekton	Darius
Rek'Sai	Kindred
Vayne	Renekton
Lucian	Ahri
Lucian	Vayne
Darius	Renekton
Rek'Sai	Kindred
Rek'Sai	Darius
Ahri	Lucian
Vayne	Renekton
Vayne	Lucian
Orianna	Darius
Kindred	Rek'Sai
Kindred	Lucian
Vayne	Renekton
Vayne	Blitzcrank
Orianna	Vayne
Ahri	Orianna
Rek'Sai	Ahri
Renekton	Darius
Vayne	Lucian
Kindred	Renekton
Kindred	Orianna
Blitzcrank	Shen
Renekton	Vayne
Ahri	Lucian
Ahri	Rek'Sai
Ahri	Renekton
Vayne	Blitzcrank
Kindred	Orianna
Ahri	Lucian
Lee Sin	Thresh
Lee Sin	Nidalee
Shen	Diana
Diana	Lee Sin
Diana	Lee Sin
Tristana	Ezreal
Diana	Alistar
Zed	Diana
Ezreal	Thresh
Lee Sin	Tristana
Alistar	Diana
Nidalee	Lee Sin
Zed	Nidalee
Gangplank	Shen
Nidalee	Zed
Zed	Thresh
Ezreal	Thresh
Alistar	Diana
Lee Sin	Nidalee
Gangplank	Lee Sin
Zed	Diana
Thresh	Zed
Ezreal	Gangplank
Tristana	Lee Sin
Ezreal	Thresh
Tristana	Ezreal
Alistar	Nidalee
Diana	Lee Sin
Zed	Diana
Tristana	Zed
Tristana	Lee Sin
Tristana	Alistar
Gangplank	Shen
Tristana	Zed
Tristana	Alistar
Tristana	Ezreal
Lee Sin	Nidalee
Nidalee	Ezreal
Tristana	Zed
Nidalee	Alistar
Diana	Lee Sin
Zed	Nidalee
Tristana	Zed
Lee Sin	Nidalee
Tristana	Nami
Lucian	Leona
Leona	Hecarim
Tristana	Lucian
Nami	Nidalee
Tristana	Lucian
Lee Sin	Leona
Tristana	Nami
Nami	Tristana
Lucian	Leona
Hecarim	Nidalee
Lee Sin	Nidalee
Lee Sin	Fiora
Lee Sin	Nidalee
Leona	Viktor
Hecarim	Leona
Lee Sin	Leona
Hecarim	Gnar
Lucian	Tristana
Lee Sin	Tristana
Lucian	Leona
Lee Sin	Fiora
Nami	Nidalee
Hecarim	Gnar
Lee Sin	Fiora
Nidalee	Lee Sin
Lucian	Nidalee
Lucian	Leona
Hecarim	Tristana
Tristana	Viktor
Nidalee	Hecarim
Lee Sin	Fiora
Lee Sin	Leona
Lee Sin	Nidalee
Tristana	Nami
Lee Sin	Tristana
Gnar	Lee Sin
Hecarim	Fiora
Gnar	Hecarim
Lee Sin	Nidalee
Nami	Fiora
Lucian	Leona
Lee Sin	Gnar
Hecarim	Nidalee
Viktor	Fiora
Lucian	Leona
Tristana	Hecarim
Fiora	Viktor
Nidalee	Lee Sin
Nami	Tristana
Hecarim	Leona
Hecarim	Gnar
Hecarim	Nidalee
Gnar	Lee Sin
Nidalee	Azir
Dr. Mundo	Nidalee
Vayne	Twitch
Dr. Mundo	Leona
Dr. Mundo	Nidalee
Zed	Azir
Nidalee	Hecarim
Dr. Mundo	Leona
Nidalee	Hecarim
Nidalee	Dr. Mundo
Nidalee	Tahm Kench
Zed	Vayne
Leona	Hecarim
Nidalee	Tahm Kench
Dr. Mundo	Leona
Dr. Mundo	Nidalee
Twitch	Dr. Mundo
Tahm Kench	Twitch
Zed	Azir
Zac	Tahm Kench
Zac	Vayne
Zed	Dr. Mundo
Hecarim	Zed
Hecarim	Zac
Nidalee	Dr. Mundo
Twitch	Vayne
Hecarim	Nidalee
Zed	Dr. Mundo
Zed	Tahm Kench
Nidalee	Vayne
Dr. Mundo	Nidalee
Zed	Vayne
Azir	Leona
Zed	Tahm Kench
Hecarim	Twitch
Nidalee	Hecarim
Nidalee	Dr. Mundo
Zed	Tahm Kench
Nidalee	Hecarim
Zac	Azir
Zed	Tahm Kench
Twitch	Vayne
Zed	Azir
Zed	Vayne
Zac	Dr. Mundo
Tahm Kench	Twitch
Zed	Hecarim
Zed	Tahm Kench
Azir	Zed
Azir	Zac
Nidalee	Azir
Vayne	Leona
Nidalee	Vayne
Tahm Kench	Nidalee
Zed	Dr. Mundo
Twitch	Vayne
Hecarim	Zed
Zac	Tahm Kench
Azir	Zac
Miss Fortune	Ezreal
Tahm Kench	Renekton
Lee Sin	Nidalee
Soraka	Sona
Tahm Kench	Renekton
Nidalee	Tahm Kench
Nidalee	Soraka
Sona	Miss Fortune
Ezreal	LeBlanc
Lee Sin	Sona
Ezreal	Lee Sin
Nidalee	Tahm Kench
Lee Sin	Nidalee
Ezreal	Soraka
Renekton	LeBlanc
Miss Fortune	Nidalee
Lee Sin	Sona
Renekton	Tahm Kench
Ezreal	Lee Sin
Ezreal	Soraka
Renekton	Miss Fortune
LeBlanc	Ezreal
Nidalee	Tahm Kench
LeBlanc	Renekton
Lee Sin	Sona
Miss Fortune	Ezreal
Nidalee	Soraka
Lee Sin	Nidalee
LeBlanc	Azir
Miss Fortune	Nidalee
Azir	Tahm Kench
Ezreal	Miss Fortune
LeBlanc	Nidalee
Miss Fortune	Azir
Ezreal	Tahm Kench
LeBlanc	Ezreal
Ezreal	LeBlanc
Renekton	Miss Fortune
Lee Sin	Sona
Azir	Lee Sin
LeBlanc	Renekton
Nidalee	Soraka
Azir	Miss Fortune
Lee Sin	Renekton
Sona	Lee Sin
Miss Fortune	Nidalee
LeBlanc	Azir
Azir	Miss Fortune
Renekton	Tahm Kench
Azir	LeBlanc
Lee Sin	Sona
Ezreal	LeBlanc
Ezreal	Soraka
Lee Sin	Sona
Miss Fortune	Nidalee
Tahm Kench	Azir
Ezreal	Miss Fortune
Miss Fortune	Ezreal
LeBlanc	Renekton
Lee Sin	Nidalee
Azir	Soraka
LeBlanc	Ezreal
Miss Fortune	Azir
Azir	LeBlanc
Sona	Tahm Kench
Renekton	Miss Fortune
Lee Sin	Nidalee
Renekton	Lee Sin
Ezreal	Tahm Kench
Ezreal	Soraka
Ezreal	LeBlanc
Miss Fortune	Nidalee
Miss Fortune	Azir
Miss Fortune	Sona
Renekton	Miss Fortune
Renekton	Soraka
LeBlanc	Renekton
Lee Sin	Nidalee
Sona	Soraka
Nidalee	Tahm Kench
Renekton	LeBlanc
Ezreal	Miss Fortune
Lee Sin	Renekton
Ezreal	Lee Sin
Quinn	Lee Sin
Blitzcrank	Quinn
Lee Sin	Nidalee
Quinn	Lucian
Lee Sin	Nidalee
Viktor	Lee Sin
Viktor	Lissandra
Lee Sin	Nidalee
Lee Sin	Bard
Lee Sin	Quinn
Viktor	Lee Sin
Viktor	Tahm Kench
Jax	Lissandra
Lee Sin	Nidalee
Bard	Lee Sin
Lee Sin	Nidalee
Lee Sin	Bard
Nidalee	Lee Sin
Lucian	Bard
Nidalee	Lee Sin
Nidalee	Blitzcrank
Lissandra	Nidalee
Lissandra	Quinn
Viktor	Lissandra
Lee Sin	Bard
Quinn	Lucian
Jax	Tahm Kench
Quinn	Lee Sin
Lissandra	Bard
Quinn	Lee Sin
Jax	Tahm Kench
Nidalee	Lissandra
Nidalee	Lucian
Jax	Blitzcrank
Viktor	Lissandra
Lucian	Viktor
Nidalee	Lee Sin
Nidalee	Blitzcrank
Jax	Tahm Kench
Jax	Lucian
Quinn	Lee Sin
Bard	Blitzcrank
Nidalee	Fizz
Kennen	Riven
Nidalee	Lee Sin
Sivir	Blitzcrank
Brand	Fizz
Lee Sin	Brand
Lee Sin	Nidalee
Fizz	Nidalee
Brand	Riven
Brand	Fizz
Sivir	Tristana
Sivir	Blitzcrank
Lee Sin	Brand
Kennen	Fizz
Kennen	Zilean
Riven	Nidalee
Brand	Riven
Fizz	Kennen
Sivir	Nidalee
Brand	Zilean
Lee Sin	Blitzcrank
Brand	Fizz
Kennen	Lee Sin
Sivir	Brand
Tristana	Sivir
Riven	Blitzcrank
Fizz	Kennen
Nidalee	Sivir
Fizz	Tristana
Fizz	Nidalee
Kennen	Lee Sin
Kennen	Lee Sin
Kennen	Fizz
Tristana	Zilean
Kennen	Sivir
Riven	Nidalee
Sivir	Blitzcrank
Brand	Sivir
Kennen	Fizz
Brand	Fizz
Tristana	Riven
Kennen	Fizz
Fizz	Blitzcrank
Brand	Fizz
Riven	Brand
Tristana	Sivir
Kennen	Riven
Nidalee	Zilean
Ezreal	Kalista
Ezreal	Alistar
Quinn	Ezreal
Twisted Fate	Thresh
Quinn	Kindred
Quinn	Kindred
Quinn	Kassadin
Twisted Fate	Thresh
Kassadin	Twisted Fate
Ezreal	Alistar
Ezreal	Kalista
Quinn	Trundle
Kalista	Thresh
Quinn	Kindred
Quinn	Ezreal
Kalista	Kindred
Quinn	Kassadin
Quinn	Ezreal
Kalista	Kassadin
Kindred	Kalista
Trundle	Quinn
Kassadin	Alistar
Kassadin	Zilean
Kassadin	Quinn
Kalista	Trundle
Twisted Fate	Kindred
Quinn	Ezreal
Quinn	Thresh
Kalista	Kassadin
Ezreal	Kalista
Quinn	Ezreal
Quinn	Kindred
Quinn	Thresh
Twisted Fate	Kassadin
Quinn	Kindred
Trundle	Kalista
Kassadin	Quinn
Thresh	Alistar
Ezreal	Twisted Fate
Quinn	Kindred
Kalista	Trundle
Kassadin	Twisted Fate
Quinn	Thresh
Kassadin	Quinn
Ezreal	Alistar
Kassadin	Quinn
Ezreal	Twisted Fate
Kassadin	Zilean
Quinn	Kindred
Quinn	Trundle
Kassadin	Kalista
Kassadin	Twisted Fate
Kassadin	Quinn
Kassadin	Alistar
Kassadin	Zilean
Quinn	Kassadin
Quinn	Kindred
Twisted Fate	Trundle
Quinn	Thresh
Quinn	Ezreal
Lucian	Soraka
Pantheon	Vi
LeBlanc	Kassadin
Vi	Pantheon
Vi	Dr. Mundo
Kalista	Lucian
Pantheon	Renekton
Vi	Lissandra
Pantheon	Kalista
Kassadin	Lissandra
Dr. Mundo	Renekton
Vi	Pantheon
Dr. Mundo	Kassadin
Lucian	Kalista
LeBlanc	Soraka
Vi	LeBlanc
Renekton	Pantheon
Lissandra	Kassadin
Renekton	Lissandra
Vi	LeBlanc
Lucian	Kassadin
Kalista	Lucian
Pantheon	Renekton
Kalista	Dr. Mundo
LeBlanc	Soraka
Kalista	Lissandra
Kassadin	Pantheon
Dr. Mundo	Vi
LeBlanc	Kalista
Kassadin	LeBlanc
Lucian	Kassadin
Renekton	Lucian
Vi	Pantheon
Kassadin	LeBlanc
Lucian	Kassadin
Kassadin	Lucian
Lissandra	Kalista
Renekton	LeBlanc
Vi	Lucian
Kalista	Pantheon
Vi	Lissandra
Kassadin	Dr. Mundo
Pantheon	Vi
Renekton	Lissandra
Pantheon	Renekton
Kalista	Lucian
LeBlanc	Kassadin
Kalista	Dr. Mundo
LeBlanc	Kalista
Pantheon	Soraka
Soraka	Pantheon
Vi	Lucian
Kalista	Pantheon
Dr. Mundo	Vi
Vi	Dr. Mundo
Kalista	Lissandra
Renekton	LeBlanc
Lissandra	Vi
Kassadin	LeBlanc
Pantheon	Kassadin
Kalista	Pantheon
Renekton	Dr. Mundo
Kalista	Lissandra
Vi	Lucian
Kassadin	Lissandra
Renekton	LeBlanc
Vi	Pantheon
Kassadin	Dr. Mundo
Shen	Rengar
Nidalee	Lee Sin
Bard	Nidalee
Morgana	Lucian
Bard	Miss Fortune
Lee Sin	Morgana
Shen	Rengar
Rengar	Lee Sin
Katarina	Brand
Lucian	Miss Fortune
Katarina	Brand
Rengar	Katarina
Nidalee	Shen
Nidalee	Lee Sin
Lucian	Miss Fortune
Lee Sin	Morgana
Rengar	Bard
Lucian	Brand
Lee Sin	Morgana
Shen	Nidalee
Shen	Miss Fortune
Bard	Nidalee
Lucian	Morgana
Rengar	Katarina
Lee Sin	Brand
Lucian	Rengar
Miss Fortune	Lucian
Lee Sin	Miss Fortune
Lee Sin	Morgana
Rengar	Katarina
Lucian	Brand
Shen	Miss Fortune
Lucian	Morgana
Lee Sin	Rengar
Morgana	Shen
Katarina	Nidalee
Lucian	Morgana
Katarina	Rengar
Katarina	Miss Fortune
Brand	Bard
Lucian	Brand
Lucian	Miss Fortune
Lucian	Morgana
Shen	Nidalee
LeBlanc	Twisted Fate
Nidalee	Twisted Fate
Fiora	Rammus
Rek'Sai	Zilean
Zilean	Draven
Rammus	Fiora
Nidalee	Fiora
Morgana	Miss Fortune
Zilean	Draven
Fiora	Rammus
LeBlanc	Twisted Fate
Zilean	Morgana
Miss Fortune	Fiora
LeBlanc	Rek'Sai
Fiora	Nidalee
LeBlanc	Fiora
Rek'Sai	Rammus
Miss Fortune	Morgana
Zilean	Rek'Sai
Nidalee	Morgana
Morgana	LeBlanc
Miss Fortune	Twisted Fate
Miss Fortune	Draven
Twisted Fate	Zilean
Fiora	LeBlanc
Nidalee	Fiora
Miss Fortune	Twisted Fate
Morgana	Nidalee
Miss Fortune	Morgana
LeBlanc	Draven
LeBlanc	Twisted Fate
Fiora	Zilean
Rammus	Morgana
LeBlanc	Fiora
Draven	LeBlanc
Rek'Sai	Nidalee
Fiora	Rammus
Fiora	Zilean
Fiora	Nidalee
Miss Fortune	Twisted Fate
LeBlanc	Rek'Sai
Fiora	Zilean
Miss Fortune	Fiora
Twisted Fate	Rammus
Nidalee	Twisted Fate
Fiora	Rammus
LeBlanc	Fiora
Miss Fortune	Twisted Fate
LeBlanc	Rek'Sai
Fiora	Nidalee
Miss Fortune	Fiora
Draven	LeBlanc
Zilean	Twisted Fate
Miss Fortune	Fiora
Nidalee	Morgana
LeBlanc	Draven
LeBlanc	Rek'Sai
Nidalee	Fizz
Anivia	Elise
Ezreal	Thresh
Ezreal	Tristana
Nidalee	Lulu
Fizz	Dr. Mundo
Fizz	Nidalee
Elise	Thresh
Ezreal	Nidalee
Tristana	Brand
Thresh	Elise
Fizz	Thresh
Anivia	Fizz
Dr. Mundo	Lulu
Lulu	Dr. Mundo
Ezreal	Tristana
Nidalee	Fizz
Nidalee	Brand
Nidalee	Elise
Ezreal	Thresh
Anivia	Brand
Nidalee	Fizz
Ezreal	Nidalee
Tristana	Elise
Thresh	Ezreal
Dr. Mundo	Lulu
Anivia	Brand
Brand	Dr. Mundo
Anivia	Brand
Anivia	Lulu
Anivia	Fizz
Nidalee	Ezreal
Elise	Nidalee
Tristana	Lulu
Thresh	Fizz
Elise	Anivia
Nidalee	Brand
Elise	Tristana
Nidalee	Elise
Tristana	Lulu
Ezreal	Dr. Mundo
Anivia	Elise
Tristana	Brand
Anivia	Ezreal
Anivia	Fizz
Anivia	Lulu
Nidalee	Brand
Anivia	Ezreal
Anivia	Fizz
Nidalee	Elise
Elise	Nidalee
Nocturne	Lucian
Braum	Bard
Dr. Mundo	Quinn
Vayne	Bard
Lucian	Vayne
Vayne	Lucian
Vayne	Bard
Dr. Mundo	Quinn
Gragas	Twisted Fate
Vayne	LeBlanc
Nocturne	Bard
Nocturne	Gragas
LeBlanc	Nocturne
Twisted Fate	Quinn
Nocturne	Bard
Gragas	Nocturne
Lucian	Vayne
Nocturne	Lucian
Vayne	Bard
Nocturne	Gragas
Vayne	Bard
Lucian	Vayne
Nocturne	LeBlanc
Vayne	Lucian
Vayne	Bard
Dr. Mundo	Quinn
Gragas	Dr. Mundo
Dr. Mundo	Lucian
Quinn	Nocturne
Vayne	Gragas
Vayne	Quinn
Vayne	LeBlanc
Braum	Gragas
Vayne	Quinn
Nocturne	Lucian
Fiora	Syndra
Lucian	Tristana
Rek'Sai	Ryze
Lucian	Bard
Lucian	Tristana
Ryze	Fiora
Syndra	Zilean
Tristana	Thresh
Fiora	Ryze
Zilean	Lucian
Rek'Sai	Syndra
Fiora	Ryze
Rek'Sai	Syndra
Zilean	Lucian
Zilean	Thresh
Fiora	Zac
Zilean	Syndra
Tristana	Lucian
Fiora	Ryze
Lucian	Tristana
Syndra	Zilean
Zilean	Syndra
Tristana	Lucian
Syndra	Zilean
Syndra	Fiora
Tristana	Syndra
Tristana	Thresh
Ryze	Zilean
Zilean	Ryze
Zac	Tristana
Fiora	Lucian
Ryze	Rek'Sai
Fiora	Ryze
Tristana	Thresh
Fiora	Lucian
Lucian	Fiora
Zac	Bard
Fiora	Ryze
Fiora	Zac
Fiora	Syndra
Zilean	Thresh
Tristana	Lucian
Zilean	Lucian
Tristana	Ryze
Syndra	Rek'Sai
Fiora	Syndra
Syndra	Fiora
Tristana	Thresh
Tristana	Zac
Zilean	Ryze
Syndra	Zilean
Tristana	Syndra
Tristana	Thresh
Fiora	Ryze
Fiora	Lucian
Tristana	Zac
Syndra	Tristana
Fiora	Syndra
Alistar	Tristana
Alistar	Tristana
Jinx	Soraka
Lee Sin	Shen
Kindred	Zed
Tristana	Lee Sin
Zed	Soraka
Jinx	Tristana
Lee Sin	Kindred
Zed	Zilean
Kindred	Jinx
Lee Sin	Kindred
Zed	Soraka
Ryze	Shen
Zilean	Jinx
Shen	Alistar
Kindred	Lee Sin
Zed	Tristana
Zilean	Zed
Jinx	Kindred
Ryze	Zilean
Jinx	Shen
Jinx	Tristana
Jinx	Shen
Zilean	Zed
Kindred	Ryze
Kindred	Jinx
Kindred	Alistar
Zed	Soraka
Kindred	Zed
Ryze	Kindred
Lee Sin	Tristana
Lee Sin	Shen
Ryze	Tristana
Zed	Soraka
Kindred	Zed
Ryze	Kindred
Tristana	Jinx
Ryze	Shen
Kindred	Alistar
Lee Sin	Kindred
Lee Sin	Tristana
Zed	Soraka
Shen	Zed
Ryze	Soraka
Zed	Zilean
Ryze	Kindred
Jinx	Shen
Zed	Tristana
Rek'Sai	Tahm Kench
Lulu	Talon
Ezreal	Vayne
Ezreal	Vayne
Ezreal	Alistar
